store_id;store_name;store_address;store_location;description
1091;STORE_1091;обл Мурманская,р-н Кандалакшский,нп Белое Море,д 6;;
1092;STORE_1092;обл Мурманская,р-н Кандалакшский,с Лувеньга,пл Мира,д 10;;
1093;STORE_1093;обл Мурманская,р-н Кандалакшский,нп Нивский,ул Букина,д 1;;
1094;STORE_1094;край Ставропольский,р-н Кочубеевский,х Первоказьминский,ул Титова,д 18;;
1095;STORE_1095;край Ставропольский,р-н Кочубеевский,х Андреевский,ул Центральная,д 8;;
1096;STORE_1096;край Ставропольский,р-н Кочубеевский,с Балахоновское,пл Гетало,д 3;;
1097;STORE_1097;край Ставропольский,р-н Андроповский,с Красноярское,ул Подтенная,д 6;;
1098;STORE_1098;обл Ростовская,р-н Белокалитвинский,х Богатов,ул Станкевского,д 21;;
1099;STORE_1099;обл Ростовская,р-н Белокалитвинский,х Насонтов,ул Центральная,д 49;;
1100;STORE_1100;обл Ростовская,р-н Белокалитвинский,х Нижнесеребряковский,ул Центральная,д 25;;
1101;STORE_1101;Респ Крым,р-н Красногвардейский,с Трактовое,ул Ленина,д 30;;
1102;STORE_1102;Респ Крым,р-н Красногвардейский,с Дубровское,ул Школьная,д 4;;
1103;STORE_1103;обл Ростовская,р-н Песчанокопский,с Песчанокопское,пл им В.И.Ленина,д 1;;
1104;STORE_1104;обл Ростовская,р-н Песчанокопский,с Богородицкое,пер Советский,д 65;;
1105;STORE_1105;край Ставропольский,р-н Андроповский,ст-ца Воровсколесская,ул Красная,д 93;;
1106;STORE_1106;обл Ростовская,р-н Цимлянский,г Цимлянск,ул Набережная,д 2;;
1107;STORE_1107;край Ставропольский,р-н Андроповский,с Султан,ул Ленина,д 102;;
1108;STORE_1108;ао Ямало-Ненецкий,г Новый Уренгой,пр-кт Ленинградский,д 8Г;;
1109;STORE_1109;обл Ростовская,р-н Белокалитвинский,с.Литвиновка,Центральная,51;;
1110;STORE_1110;обл Мурманская,р-н Кандалакшский,г Кандалакша,ул Первомайская,д 32;;
1111;STORE_1111;обл Астраханская,р-н Енотаевский,п Волжский,ул Почтовая,д 15;;Средневолжский сельсовет
1112;STORE_1112;край Ставропольский,р-н Буденновский,г Буденновск;;парк им. Ю. А. Гагарина
1113;STORE_1113;респ Чеченская,р-н Ножай-Юртовский,с Беной-Ведено,ул А.А.Кадырова;;
1114;STORE_1114;обл Тюменская,р-н Казанский,с Казанское,ул Луначарского,д 22;;
1115;STORE_1115;обл Оренбургская,г Ясный,ул Ленина,д 3;;
1116;STORE_1116;респ Крым,р-н Красногвардейский,с Полтавка,ул Центральная,д 3;;
1117;STORE_1117;респ Чеченская,р-н Ножай-Юртовский,с Стерч-Керч,ул Т.А.Чалаева;;
1118;STORE_1118;Респ Чеченская,р-н Ножай-Юртовский,с Корен-Беной,ул А.А.Кадырова,д 38;;
1119;STORE_1119;Респ Крым,г Алушта,с Лучистое,ул Шоссейная,д 21;;
1120;STORE_1120;респ Крым,г Алушта,с Рыбачье,ул Центральная,д 1;;
1121;STORE_1121;Респ Чеченская,р-н Грозненский,с Чечен-Аул,ул Ш.В.Закриева,д 50;;
1122;STORE_1122;Респ Чеченская,р-н Грозненский,п Газгородок,ул Строителей;;
1123;STORE_1123;обл Новгородская,р-н Валдайский,г Валдай,ул Луначарского,д 12;;
1124;STORE_1124;Респ Чеченская,р-н Грозненский,с Радужное,пер Клубный,д 1;;
1125;STORE_1125;обл Ростовская,р-н Белокалитвинский,г Белая Калитва,ул Кольцова,д 3;;возле к/т «Проспект» и д/с «Садко»
1126;STORE_1126;край Ставропольский,р-н Левокумский,п Новокумский,ул Мичурина,д 1;;
1127;STORE_1127;край Ставропольский,р-н Левокумский,с Николо-Александровское,ул Кооперативная,д 116;;
1128;STORE_1128;край Ставропольский,р-н Петровский,с Шведино,ул Ленина,стр 39;;маршрутка из г. Светлограда, остановка «Гараж»
1129;STORE_1129;Респ Чеченская,р-н Веденский,с Сельментаузен,ул Кадырова А-Х,д 33;;
1130;STORE_1130;Респ Чеченская,р-н Ножай-Юртовский,с Аллерой,ул З.С.Абдулаева,д 37;;
1131;STORE_1131;край Ставропольский,р-н Левокумский,п Кумская Долина,пер Гагарина,д 17;;
1132;STORE_1132;Респ Чеченская,р-н Веденский,с Октябрьское,ул Береговая,д 15;;
1133;STORE_1133;Респ Крым,г Алушта,с Приветное,ул Ленина,д 13А;;
1134;STORE_1134;респ Чеченская,р-н Веденский,с Махкеты,ул А-Х.Кадырова,д 80а;;
1135;STORE_1135;респ Коми,г Сыктывкар,пгт Верхняя Максаковка,ул Большая,д 6/1;;от остановки «Площадь имени Н. Н. Габова» до пгт В. Максаковка, остановка «Центр»
1136;STORE_1136;Респ Чеченская,р-н Веденский,с Эшилхатой,ул Хизири Андаева,д 7;;
1137;STORE_1137;обл Мурманская,г Полярные Зори,нп Зашеек,ул Веденеева,д 12А;;
1138;STORE_1138;респ Чеченская,р-н Веденский,с Элистанжи,ул Р.Аппазова,д 3а;;
1139;STORE_1139;Респ Чеченская,р-н Веденский,с Беной,ул Али Митаева,д 14;;
1140;STORE_1140;край Ставропольский,р-н Красногвардейский,п Штурм,ул Партизанская,д 9;;
1141;STORE_1141;Респ Чеченская,р-н Веденский,с Харачой,пер Школьной,д 10;;
1142;STORE_1142;Респ Чеченская,р-н Веденский,с Гуни,ул Ахмат-Хаджи Кадырова,д 4;;
1143;STORE_1143;респ Удмуртская,г Глазов,ул Кирова,д 71б;;
1144;STORE_1144;обл Тверская,р-н Торжокский,д Ладьино,д 14А;;
1145;STORE_1145;обл Тверская,р-н Торжокский,д Грузины,ул Центральная,д 1;;
1146;STORE_1146;респ Чеченская,р-н Веденский,х Нефтянка,ул Школьная,двлд 1;;
1147;STORE_1147;Респ Чеченская,р-н Веденский,с Первомайское,ул Ахмат-Хаджи Кадырова,д 10;;
1148;STORE_1148;Респ Чеченская,р-н Веденский,с Дарго,ул А-Х.Кадырова,д 158;;
1149;STORE_1149;Респ Чеченская,р-н Веденский,с Дышне-Ведено,ул Кадырова,д 97;;
1150;STORE_1150;респ Крым,г Алушта,с Изобильное,ул Центральная,д 1;;
1151;STORE_1151;край Ставропольский,р-н Благодарненский,г Благодарный,ул Комсомольская,д 16;;
1152;STORE_1152;обл Тверская,р-н Торжокский,п Высокое,ул Кирова,д 38;;
1153;STORE_1153;обл Тверская,р-н Торжокский,с Осташково,ул Молодежная,д 11Б;;
1154;STORE_1154;обл Тверская,р-н Торжокский,с Сукромля,ул Центральная,д 40б;;
1155;STORE_1155;обл Тюменская,р-н Сладковский,с Никулино,ул Центральная,д 69;;
1156;STORE_1156;обл Тверская,р-н Торжокский,д Русино,ул Лесная,д 3;;
1157;STORE_1157;обл Тюменская,р-н Сладковский,д Майка,ул Центральная,д 28А;;
1158;STORE_1158;обл Тверская,р-н Торжокский,д Мошки,д 108;;
1159;STORE_1159;обл Тверская,р-н Торжокский,п Славный,ул Мира,д 5;;
1160;STORE_1160;обл Тверская,р-н Торжокский,п Мирный;;
1161;STORE_1161;обл Кемеровская,г Новокузнецк,р-н Центральный,ул Орджоникидзе,д 23;;ост. «Площадь Маяковского», ост. «ул. Пирогова»
1162;STORE_1162;край Ставропольский,р-н Ипатовский,с Золотаревка,ул Юбилейная,д 39;;
1163;STORE_1163;обл Брянская,р-н Брасовский,д Осотское;;
1164;STORE_1164;обл Брянская,р-н Брасовский,с Добрик,ул Победы,д 2;;
1165;STORE_1165;обл Брянская,р-н Брасовский,д Городище 1-е,ул Молодежная,д 6;;
1166;STORE_1166;обл Тюменская,р-н Сладковский,с Сладково,ул Ленина,д 86;;
1167;STORE_1167;обл Брянская,р-н Брасовский,с Дубровка,ул Лесная,д 20;;
1168;STORE_1168;обл Брянская,р-н Брасовский,п Летча,ул Рабочая,д 7;;
1169;STORE_1169;обл Тюменская,г Тюмень,ул Камчатская,д 138а;;
1170;STORE_1170;обл Псковская,р-н Красногородский,д Платишино;;
1171;STORE_1171;обл Волгоградская,р-н Урюпинский,х Дубровский;;
1172;STORE_1172;обл Тюменская,р-н Армизонский,д Вьялково,ул Центральная,д 2А;;
1173;STORE_1173;обл Тюменская,р-н Армизонский,д Жиряково,ул Центральная,д 57;;
1174;STORE_1174;обл Тюменская,р-н Армизонский,с Калмакское,ул Мира,д 44А;;
1175;STORE_1175;обл Тюменская,р-н Армизонский,с Капралиха,ул Первомайская,д 11;;
1176;STORE_1176;обл Тюменская,р-н Армизонский,с Прохорово,ул Новая,д 19;;
1177;STORE_1177;обл Тюменская,р-н Армизонский,с Орлово,ул Жирякова,д 3;;
1178;STORE_1178;обл Новгородская,р-н Холмский,д Красный Бор,ул Центральная,д 25;;
1179;STORE_1179;обл Новгородская,р-н Холмский,д Тогодь,ул Центральная,д 22;;
1180;STORE_1180;обл Тюменская,р-н Армизонский,с Раздолье,ул Школьная,д 23;;
1181;STORE_1181;обл Тюменская,р-н Армизонский,с Яровое,ул Новая,д 1;;
1182;STORE_1182;обл Кировская,р-н Афанасьевский,с Гордино,ул Мира,д 35а;;
1183;STORE_1183;обл Тюменская,р-н Армизонский,с Иваново,ул 50 лет Октября,д 49;;
1184;STORE_1184;обл Волгоградская,р-н Еланский,с Торяное,ул Боевая,д 30;;
1185;STORE_1185;обл Волгоградская,р-н Еланский,с Бабинкино,ул Веселая,д 2;;
1186;STORE_1186;обл Волгоградская,р-н Еланский,с Морец,ул Московская,д 49;;рейсовый автобус «Елань – Хвощинка»
1187;STORE_1187;респ Крым,р-н Красногвардейский,с Пятихатка,ул Ленина,д 63а;;
1188;STORE_1188;Респ Крым,р-н Красногвардейский,с Найденовка,ул Комсомольская,д 33;;
1189;STORE_1189;респ Крым,р-н Красногвардейский,с Мускатное,ул 50 лет Октября,д 1;;
1190;STORE_1190;Респ Крым,р-н Красногвардейский,с Марьяновка,ул им 77 Дивизии,д 43а;;
1191;STORE_1191;респ Крым,р-н Красногвардейский,с Красный Партизан,ул Первомайская,д 7;;
1192;STORE_1192;Респ Крым,р-н Красногвардейский,с Краснознаменка,ул Школьная,д 11;;
1193;STORE_1193;Респ Крым,р-н Красногвардейский,с Колодезное,ул Ленина,д 43;;
1194;STORE_1194;Респ Крым,р-н Красногвардейский,с Вишняковка,ул Ляпуновых,д 21а;;
1195;STORE_1195;обл Ярославская,г Переславль-Залесский,ул Народная площадь,д 8;;
1196;STORE_1196;обл Волгоградская,р-н Еланский,с Дубовое,ул Советская,д 1;;
1197;STORE_1197;край Ставропольский,р-н Ипатовский,с Октябрьское,ул Калинина,д 122/1;;
1198;STORE_1198;обл Волгоградская,р-н Еланский,с Вязовка,ул Мельничная,д 1Б;;
1199;STORE_1199;обл Тюменская,р-н Ишимский,с Боровое,ул Центральная,влд 35;;
1200;STORE_1200;обл Московская,г Орехово-Зуево,д Красная Дубрава,д 140;;маршрутное такси (автобус) № 27
1201;STORE_1201;обл Тюменская,р-н Казанский,д Большие Ярки,ул Кирова,д 1;;
1202;STORE_1202;обл Владимирская,г Муром,ул Ленинградская,д 13;;
1203;STORE_1203;обл Тюменская,р-н Казанский,с Большая Ченчерь,ул Школьная,д 15;;
1204;STORE_1204;край Ставропольский,р-н Ипатовский,с Большая Джалга,ул Базарная,д 6;;
1205;STORE_1205;обл Тюменская,р-н Казанский,с Афонькино,ул Мира,д 2;;
1206;STORE_1206;обл Волгоградская,р-н Урюпинский,х Горский,ул Центральная,д 147;;
1207;STORE_1207;обл Тюменская,р-н Армизонский,с Красноорловское,ул Республики,д 1;;
1208;STORE_1208;обл Тюменская,р-н Сорокинский,с Готопутово,ул Центральная,двлд 40;;
1209;STORE_1209;респ Крым,р-н Советский,с Ровенки,ул Парковая,д 23;;
1210;STORE_1210;Респ Башкортостан,р-н Дюртюлинский,г Дюртюли,ул Ленина,д 7;;
1211;STORE_1211;край Ставропольский,р-н Петровский,с Шангала,ул 60 лет Октября,влд 31а;;
1212;STORE_1212;обл Волгоградская,р-н Урюпинский,х Салтынский,проезд Транспортный,д 1;;
1213;STORE_1213;край Ставропольский,р-н Ипатовский,п Большевик,ул Ленина,д 1;;
1214;STORE_1214;обл Псковская,р-н Красногородский,д Ночево,ул Центральная,д 11;;
1215;STORE_1215;обл Ростовская,р-н Аксайский,ст-ца Ольгинская,ул Ленина,д 154;;
1216;STORE_1216;респ Крым,г Алушта,с Запрудное,ул Спортивная,д 1;;
1217;STORE_1217;обл Псковская,р-н Красногородский,д Кресты,ул Солнечная,д 2;;
1218;STORE_1218;край Камчатский,р-н Елизовский,п Новый,ул Молодежная,д 5;;автобусы №№102, 104
1219;STORE_1219;обл Псковская,р-н Красногородский,д Ильинское,ул Центральная,д 15;;
1220;STORE_1220;Респ Чеченская,р-н Веденский,с Тевзана,ул Л.Даниева,д 16;;
1221;STORE_1221;Респ Крым,г Алушта,с Солнечногорское,ул Коцюбинского,д 5;;
1222;STORE_1222;край Ставропольский,р-н Петровский,с Донская Балка,ул Ленина,д 106;;
1223;STORE_1223;край Камчатский,р-н Елизовский,п Сокоч,ул Лесная,д 1;;
1224;STORE_1224;респ Адыгея,р-н Тахтамукайский,п Прикубанский,ул В.И.Ленина,двлд 6;;
1225;STORE_1225;респ Адыгея,р-н Тахтамукайский,аул Козет,ул Площадь Памяти,д 1;;
1226;STORE_1226;респ Адыгея,р-н Тахтамукайский,аул Панахес,ул Схакумидова,двлд 2;;
1227;STORE_1227;респ Адыгея,р-н Тахтамукайский,аул Натухай,ул В.И.Ленина,д 33/1;;
1228;STORE_1228;респ Адыгея,р-н Тахтамукайский,аул Хаштук,ул Хакурате Ш.У.,д 18/1;;
1229;STORE_1229;респ Адыгея,р-н Тахтамукайский,аул Афипсип,ул К.Х.Жане,двлд 3;;
1230;STORE_1230;респ Адыгея,р-н Тахтамукайский,аул Шенджий,ул Шоссейная,двлд 15;;
1231;STORE_1231;респ Адыгея,р-н Тахтамукайский,аул Тахтамукай,ул Х.М.Совмена,д 3;;
1232;STORE_1232;край Камчатский,г Петропавловск-Камчатский,ул Звездная,д 26;;
1233;STORE_1233;Респ Чеченская,р-н Веденский,с Ца-Ведено,ул А.Х.Кадырова,д 24;;
1234;STORE_1234;край Камчатский,р-н Елизовский,п Нагорный,ул Первомайская,д 7А;;автобусы №№ 102, 104
1235;STORE_1235;обл Кемеровская,р-н Тяжинский,пгт Тяжинский,ул Школьная,д 17б;;на территории парка
1236;STORE_1236;обл Тюменская,р-н Тюменский,д Молчанова,ул Приозерная,д 27;;
1237;STORE_1237;обл Тюменская,р-н Тюменский,д Решетникова,ул Советская,д 21а;;
1238;STORE_1238;обл Тюменская,р-н Тюменский,с Луговое,ул 60 лет Октября,д 9;;стр. 1
1239;STORE_1239;обл Тюменская,р-н Тюменский,с Каменка,ул Новая,д 17;;
1240;STORE_1240;обл Тюменская,р-н Тюменский,п Новотарманский,ул Центральная,д 56;;
1241;STORE_1241;обл Тюменская,р-н Тюменский,с Салаирка,ул Новая,д 24;;
1242;STORE_1242;обл Тюменская,р-н Тюменский,с Кулаково,ул Семеновых,д 80;;
1243;STORE_1243;край Камчатский,р-н Елизовский,г Елизово,ул Завойко,д 123а;;
1244;STORE_1244;край Камчатский,р-н Елизовский,с Николаевка,ул Елизовская,д 12;;
1245;STORE_1245;обл Псковская,р-н Красногородский,д Покровское,ул Священко,д 5;;
1246;STORE_1246;обл Воронежская,р-н Острогожский,с Рыбное,ул Центральная,д 20;;
1247;STORE_1247;обл Воронежская,р-н Острогожский,с Криница,пер Рабочий,д 1А;;
1248;STORE_1248;обл Воронежская,р-н Острогожский,п Луки,ул Садовая,д 1;;
1249;STORE_1249;обл Волгоградская,р-н Дубовский,с Садки,ул Центральная,д 19;;
1250;STORE_1250;обл Волгоградская,р-н Урюпинский,х Ольшанка,ул Комарова,д 45а;;автобус и маршрутное такси №№ 109, 109Д и 126
1251;STORE_1251;обл Волгоградская,р-н Дубовский,х Бойкие Дворики,ул Конторская,д 25;;
1252;STORE_1252;край Камчатский,г Петропавловск-Камчатский,пр-кт Циолковского,д 25;;
1253;STORE_1253;обл Волгоградская,р-н Еланский,с Терса,ул Красная,влд 50;;
1254;STORE_1254;обл Волгоградская,р-н Новониколаевский,рп Новониколаевский,ул Народная,д 79;;
1255;STORE_1255;обл Воронежская,р-н Острогожский,х Должик,ул Центральная,д 14а;;
1256;STORE_1256;обл Ивановская,р-н Ильинский,с Исаевское,ул Советская,д 26;;автобусный маршрут «Ильинксое-Хованское – Ростов Великий»
1257;STORE_1257;обл Псковская,р-н Красногородский,д Блясино,ул Центральная,д 1;;
1258;STORE_1258;обл Ивановская,р-н Ильинский,д Щенниково,ул Советская,д 3;;
1259;STORE_1259;обл Ивановская,р-н Ильинский,с Ивашево,ул Совхозная,д 2;;
1260;STORE_1260;край Хабаровский,г Советская Гавань,ул Ленина,д 17;;ост. «Дом культуры»
1261;STORE_1261;обл Ивановская,р-н Ильинский,п Ильинское-Хованское,ул Революционная,д 1;;автобусный маршрут «Иваново – Ильинское-Хованское»
1262;STORE_1262;обл Липецкая,р-н Долгоруковский,с Меньшой Колодезь,ул Дорожная,д 21;;
1263;STORE_1263;обл Волгоградская,р-н Еланский,п Большевик,мкр 1,д 10;;
1264;STORE_1264;обл Волгоградская,р-н Еланский,х Алявы,ул Степная,д 104;;
1265;STORE_1265;обл Волгоградская,р-н Еланский,с Ивановка,ул Мира,двлд 47;;из р/п Елань до центра села на машине
1266;STORE_1266;респ Коми,г Печора,ул Ленинградская,д 14;;
1267;STORE_1267;край Хабаровский,р-н Хабаровский,с Галкино,ул Мира,д 5Б;;автобус № 117
1268;STORE_1268;обл Волгоградская,р-н Еланский,п Набат,ул Коммунаров,влд 16А;;
1269;STORE_1269;обл Волгоградская,р-н Урюпинский,х Беспаловский,ул Школьная,д 13;;
1270;STORE_1270;обл Рязанская,р-н Сараевский,с Новобокино,ул Заречная,д 6;;
1271;STORE_1271;обл Рязанская,р-н Сараевский,с Алексеевка,ул Центральная,д 8;;
1272;STORE_1272;обл Рязанская,р-н Сараевский,с Таптыково,ул Большая дорога,д 12;;
1273;STORE_1273;обл Рязанская,р-н Сараевский,с Желобово,ул Центральная,д 34;;
1274;STORE_1274;обл Рязанская,р-н Сараевский,с Муравлянка,ул Центральная,д 11;;
1275;STORE_1275;обл Волгоградская,р-н Николаевский,с Ленинское,ул Ленина,д 27;;маршрутное такси «Николаевск – Ленинское»
1276;STORE_1276;обл Магаданская,г Магадан,пгт Сокол,ул Гагарина,д 13-а;;
1277;STORE_1277;обл Волгоградская,р-н Николаевский,п Степновский,ул Советская,д 32;;маршрутное такси «Николаевск – Новый Быт»
1278;STORE_1278;обл Волгоградская,р-н Урюпинский,х Серковский,ул Молодежная,д 21;;
1279;STORE_1279;обл Рязанская,р-н Сараевский,с Меньшие Можары,ул Советская,д 74;;
1280;STORE_1280;обл Волгоградская,р-н Еланский,с Тростянка,ул Советская,д 27;;рейсовый автобус «Елань – Красноталовский»
1281;STORE_1281;обл Волгоградская,р-н Кумылженский,ст-ца Кумылженская,ул Мира,стр 8;;
1282;STORE_1282;обл Волгоградская,р-н Еланский,х Красноталовский,ул Центральная,д 95;;автобус «Елань – Красноталовский»
1283;STORE_1283;обл Рязанская,р-н Сараевский,с Белоречье,ул Васина,д 11;;
1284;STORE_1284;обл Ивановская,р-н Тейковский,г Тейково,пл Ленина,д 2;;
1285;STORE_1285;обл Волгоградская,р-н Среднеахтубинский,п Колхозная Ахтуба,ул Веселая,д 31;;
1286;STORE_1286;обл Волгоградская,р-н Еланский,с Журавка,ул Новосельская,д 87;;
1287;STORE_1287;край Ставропольский,р-н Левокумский,с Турксад,ул Невинномысская,д 19в;;
1288;STORE_1288;обл Саратовская,г Саратов,ул им Азина В.М.,д 34;;
1289;STORE_1289;обл Волгоградская,р-н Еланский,с Березовка,ул Молодежная,д 45;;рейсовый автобус «Елань – Ерешково»
1290;STORE_1290;край Камчатский,р-н Тигильский,с Ковран,ул 50 лет Октября,д 17;;
1291;STORE_1291;обл Волгоградская,р-н Дубовский,с Горноводяное,ул Мира,д 21;;
1292;STORE_1292;обл Белгородская,р-н Красногвардейский,с Валуй,ул Железнодорожная,д 4;;
1293;STORE_1293;обл Волгоградская,р-н Дубовский,с Горная Пролейка,ул Придорожная,двлд 1;;
1294;STORE_1294;обл Свердловская,г Полевской,с Курганово,ул Ленина,д 70;;
1295;STORE_1295;обл Волгоградская,р-н Урюпинский,х Верхнебезымяновский,ул Центральная,д 54;;
1296;STORE_1296;обл Волгоградская,р-н Урюпинский,ст-ца Добринка,ул Советская,д 32В;;
1297;STORE_1297;обл Волгоградская,р-н Николаевский,с Бережновка,ул Калинина,д 28;;
1298;STORE_1298;обл Волгоградская,р-н Дубовский,с Петропаловка,ул Большая,д 28;;
1299;STORE_1299;обл Волгоградская,р-н Алексеевский,ст-ца Аржановская,д 116;;
1300;STORE_1300;обл Волгоградская,р-н Урюпинский,х Вихлянцевский,ул Центральная,д 37;;
1301;STORE_1301;обл Вологодская,р-н Череповецкий,п Суда,ул Заводская,д 4;;
1302;STORE_1302;обл Волгоградская,р-н Николаевский,с Очкуровка,ул Степная,д 10А;;
1303;STORE_1303;АО Ямало-Ненецкий,р-н Красноселькупский,с Красноселькуп,ул Полярная,д 15;;здание ЦКС
1304;STORE_1304;край Ставропольский,р-н Александровский,х Средний,ул Клубная,д 1;;
1305;STORE_1305;обл Волгоградская,р-н Урюпинский,х Бесплемяновский,ул Центральная,д 29;;
1306;STORE_1306;край Краснодарский,р-н Лабинский,ст-ца Зассовская,ул Советская,д 10;;
1307;STORE_1307;обл Тульская,р-н Веневский,п Метростроевский,ул Спортивная,д 1Б;;
1308;STORE_1308;обл Орловская,р-н Орловский,пгт Знаменка,ул Ленина,двлд 10;;
1309;STORE_1309;обл Пензенская,р-н Пензенский,с Кучки,пер Школьный,д 11;;
1310;STORE_1310;обл Ивановская,р-н Приволжский,г Плес,ул Калинина,д 10;;
1311;STORE_1311;респ Коми,р-н Удорский,пгт Междуреченск,ул Интернациональная,д 11;;
1312;STORE_1312;край Краснодарский,р-н Гулькевичский,с Соколовское,ул Ленина,д 85В;;
1313;STORE_1313;край Ставропольский,р-н Левокумский,с Урожайное,пл Ленина,д 1;;
1314;STORE_1314;обл Волгоградская,р-н Урюпинский,х Лощиновский,ул 9 Мая,д 26;;
1315;STORE_1315;край Ставропольский,р-н Советский,г Зеленокумск,ул Крайнева,д 72а;;
1316;STORE_1316;обл Волгоградская,р-н Урюпинский,х Котовский,ул Центральная,д 13;;
1317;STORE_1317;обл Волгоградская,р-н Урюпинский,х Вишняковский,ул Центральная,д 12;;
1318;STORE_1318;край Краснодарский,г Геленджик,с Марьина Роща,ул Ленина,д 42А;;
1319;STORE_1319;обл Волгоградская,р-н Урюпинский,х Россошинский,ул Центральная,д 48;;
1320;STORE_1320;обл Пензенская,р-н Лунинский,рп Лунино,ул Мичурина,д 43А;;
1321;STORE_1321;обл Волгоградская,р-н Светлоярский,п Привольный,ул Героев 29 Стрелковой Дивизии,д 3;;автобус «Светлый Яр – Привольный»
1322;STORE_1322;обл Волгоградская,р-н Кумылженский,ст-ца Кумылженская,ул Мира,д 10Б;;
1323;STORE_1323;обл Волгоградская,р-н Дубовский,с Варькино,ул Центральная,д 11;;
1324;STORE_1324;обл Волгоградская,р-н Дубовский,с Горный Балыклей,ул Крестьянская,двлд 2;;
1325;STORE_1325;обл Волгоградская,р-н Дубовский,с Песковатка,ул Московская,д 29;;
1326;STORE_1326;обл Волгоградская,р-н Урюпинский,х Петровский,ул Ленина,д 56;;маршрутное такси № 108
1327;STORE_1327;обл Волгоградская,р-н Урюпинский,х Криушинский,ул Ленина,д 14;;
1328;STORE_1328;обл Волгоградская,г Михайловка,пер Кубанский,двлд 2;;Район «Сахалин»
1329;STORE_1329;обл Волгоградская,р-н Чернышковский,х Елкино,ул Школьная,влд 6а;;
1330;STORE_1330;обл Волгоградская,р-н Серафимовичский,х Трясиновский,ул Школьная,д 5;;регулярное рейсовое сообщение «Волгоград – Серафимович», «Серафимович – Фролово» до ост. «Хутор Трясиновский»
1331;STORE_1331;край Пермский,п. Теплая Гора,1 Мая,11;;
1332;STORE_1332;обл Волгоградская,р-н Суровикинский,х Бурацкий,ул Центральная,3;;Остановка общественного транспорта находится непосредственно около Дома культуры.
1333;STORE_1333;обл Волгоградская,р-н Кумылженский,ст-ца Слащевская,ул Садовая,2;;Проездом через ст. Кумылженскую на автобусе, маршрут Волгоград – Попов в 19:30.
1334;STORE_1334;обл Волгоградская,р-н Урюпинский,х Верхнесоинский,ул Центральная,д 46;;
1335;STORE_1335;обл Волгоградская,р-н Урюпинский,п Искра,ул Победы,д 9;;
1336;STORE_1336;обл Волгоградская,р-н Урюпинский,х Первомайский,ул Центральная,д 9;;
1337;STORE_1337;обл Волгоградская,р-н Урюпинский,х Красный,ул Школьная,д 3;;
1338;STORE_1338;обл Волгоградская,р-н Новоаннинский,г Новоаннинский,ул Ленина,д 66;;ост. «Администрация»
1339;STORE_1339;обл Волгоградская,г Камышин,ул Пролетарская,д 24;;
1340;STORE_1340;обл Волгоградская,р-н Кумылженский,х Шакин,ул Центральная,д 22;;
1341;STORE_1341;обл Волгоградская,р-н Алексеевский,х Стеженский,д 103;;
1342;STORE_1342;обл Волгоградская,р-н Алексеевский,х Помалинский,д 50;;
1343;STORE_1343;обл Волгоградская,р-н Чернышковский,п Басакин,пл Центральная,8;;
1344;STORE_1344;обл Волгоградская,р-н Серафимовичский,х Крутовский,ул Центральная,влд 5;;
1345;STORE_1345;обл Свердловская,г Кировград,п Левиха,ул Малышева,д 18;;
1346;STORE_1346;респ Адыгея,г Адыгейск,пр-кт В.И.Ленина,д 21;;
1347;STORE_1347;обл Волгоградская,р-н Дубовский,г Дубовка,ул Московская,д 13;;
1348;STORE_1348;Респ Коми,г Инта,пгт Верхняя Инта,ул Островского,д 8;;
1349;STORE_1349;обл Волгоградская,р-н Калачевский,с Мариновка,ул Набережная,д 17А;;
1350;STORE_1350;обл Волгоградская,г Фролово,ул Революционная,д 13А;;
1351;STORE_1351;обл Ярославская,р-н Ярославский,с Толбухино,ул Даниловская,д 2;;
1352;STORE_1352;Респ Коми,р-н Удорский,пгт Благоево,ул Дружбы,д 8;;
1353;STORE_1353;обл Волгоградская,р-н Среднеахтубинский,с Верхнепогромное,ул Центральная,д 32;;
1354;STORE_1354;обл Волгоградская,р-н Дубовский,с Прямая Балка,ул Мира,д 36;;
1355;STORE_1355;обл Волгоградская,р-н Дубовский,х Родники,ул Мира,д 22;;
1356;STORE_1356;обл Волгоградская,р-н Дубовский,с Стрельноширокое,ул Советская;;
1357;STORE_1357;обл Тульская,р-н Куркинский,с Кресты,ул Садовая,д 12;;
1358;STORE_1358;обл Волгоградская,г Волгоград,ул Гражданская,д 64;;
1359;STORE_1359;Респ Коми,р-н Удорский,с Большая Пучкома,д 129;;
1360;STORE_1360;Респ Коми,р-н Удорский,с Большая Пысса,ул Центральная,д 16;;
1361;STORE_1361;обл Волгоградская,р-н Дубовский,с Семеновка,ул Центральная,д 19;;
1362;STORE_1362;обл Волгоградская,р-н Дубовский,с Пичуга,ул Степная,д 29;;
1363;STORE_1363;обл Волгоградская,р-н Дубовский,с Усть-Погожье,ул Центральная,д 69;;
1364;STORE_1364;обл Волгоградская,р-н Дубовский,с Лозное,ул Гагарина,д 2;;
1365;STORE_1365;Респ Коми,р-н Удорский,с Чупрово,д 152;;
1366;STORE_1366;обл Волгоградская,р-н Дубовский,с Давыдовка,ул Школьная,д 3;;
1367;STORE_1367;обл Тверская,р-н Вышневолоцкий,п Зеленогорский,ул Микробиологов,д 31;;
1368;STORE_1368;обл Волгоградская,р-н Дубовский,с Малая Ивановка,ул Центральная,д 25;;
